header	flexibility_mean	flexibility_std	stiffness_mean	stiffness_std	bendability_mean	bendability_std	gc_content	cpg_obs_exp	cpg_density	poly_at_fraction	seq_length	nuc_score_mean	nuc_score_std	nuc_depleted_fraction	nuc_enriched_fraction	poly_at_tracts	poly_at_coverage	nfr_score	ww_periodicity_snr	ss_periodicity_snr	ww_peak_period	ss_peak_period	ww_ss_phase_diff	ww_autocorr_10bp	ss_autocorr_10bp	ww_fraction	ss_fraction	dinuc_AA	rho_AA	dinuc_AC	rho_AC	dinuc_AG	rho_AG	dinuc_AT	rho_AT	dinuc_CA	rho_CA	dinuc_CC	rho_CC	dinuc_CG	rho_CG	dinuc_CT	rho_CT	dinuc_GA	rho_GA	dinuc_GC	rho_GC	dinuc_GG	rho_GG	dinuc_GT	rho_GT	dinuc_TA	rho_TA	dinuc_TC	rho_TC	dinuc_TG	rho_TG	dinuc_TT	rho_TT	dinuc_entropy	markov_deviation	rho_cg	group	rank	gene1	gene2	score	coords
rank001_SMIM27_TOPORS_score0.7869::chr9:32550561-32552586	0.030991600790513846	0.0028342604361770336	1.025276679841897	0.19080680203082256	0.032083044982698976	0.0026629818418676733	0.5738271604938272	0.883761388908817	72.09876543209877	0.018765432098765432	2025	0.07080632504650788	0.05172476306697305	0.08493827160493828	0.374320987654321	5	0.018765432098765432	0.06508641975308642	6.586869685317993	8.352847545938006	10.395939086294415	11.191256830601093	1.2250121338290194	0.08408087946398624	0.13322787640833195	0.19861660079051383	0.34634387351778656	0.07312252964426877	1.3178455191317575	0.06027667984189723	0.8147490878415934	0.06422924901185771	1.0497328208991918	0.03804347826086957	0.847275382862875	0.06669960474308301	0.9015666135952058	0.10721343873517787	1.0868886397231092	0.07213438735177866	0.8841980299112423	0.06818181818181818	1.1388701574845137	0.057806324110671936	0.9447595388092725	0.08596837944664032	1.0537702548257273	0.08102766798418973	1.2009139969772153	0.03507905138339921	0.7084755170464913	0.03804347826086957	0.847275382862875	0.06027667984189723	1.006827240674715	0.042490118577075096	0.8581534431830738	0.04940711462450593	1.3597683790646367	3.93475778531372	0.13797486452766466	0.8841980299112423	UCOE_candidates	1	SMIM27	TOPORS	0.7869	chr9:32550561-32552586
rank002_CNOT8_FAXDC2_score0.7781::chr5:154857448-154859252	0.030982251802551312	0.002704470535064381	1.0293399889073767	0.18750561402103785	0.0321009988901221	0.0025200217352353738	0.6014412416851441	0.8803024054982818	78.7139689578714	0.005543237250554324	1804	0.08285609604228182	0.04327091673378186	0.03215077605321508	0.46452328159645234	2	0.005543237250554324	0.02416851441241685	4.847342429173588	8.411825907568543	11.130434782608695	11.441340782122905	1.2171110445091817	0.09014851309264713	0.058930426801202446	0.16528008874098724	0.3682750970604548	0.05546311702717693	1.2632628948175935	0.04326123128119801	0.7679596534185964	0.08153078202995008	1.1699077668905733	0.028840820854132	0.7281728874057072	0.05324459234608985	0.9451811118998109	0.07653910149750416	1.0589438900588861	0.07875762617859124	0.8807906486516364	0.06045479755962285	1.1896185292184753	0.06877426511369938	0.986860973431504	0.09428729894620078	1.0544676779632267	0.11869107043815863	1.0729725519196402	0.051026067665002776	0.8116327029622077	0.03216860787576262	0.8121928359525196	0.05435385468663339	1.0695652831505558	0.05379922351636162	0.8557431759492842	0.048807542983915694	1.3660017441159171	3.9105069888037365	0.13370177022701782	0.8807906486516364	UCOE_candidates	2	CNOT8	FAXDC2	0.7781	chr5:154857448-154859252
rank003_SEPTIN2_HDLBP_score0.7739::chr2:241314884-241317061	0.031071691176470587	0.0025030143753985035	1.0347242647058825	0.18177792608351556	0.032142068965517245	0.0023826094735163246	0.6481396417087736	0.7830337299912792	82.22324299494717	0.005052824988516307	2177	0.10199577148394741	0.04110196985272325	0.0	0.6182820395039045	2	0.005052824988516307	0.0015158474965548921	3.9406718253653135	9.076125795968139	9.660377358490566	11.252747252747254	1.2332716521220854	0.07787976844160306	0.06826111953169915	0.11810661764705882	0.4140625	0.03262867647058824	1.1735539666285428	0.051011029411764705	0.9555238744996439	0.0625	1.1428573840004321	0.02068014705882353	0.6699753274692359	0.05606617647058824	1.0502154296302393	0.11121323529411764	1.0849451352552861	0.0822610294117647	0.7833935800510179	0.0703125	1.1863465554699153	0.05514705882352941	1.0084035741180282	0.09696691176470588	0.9234415943618144	0.12362132352941177	1.1492481769596534	0.05238970588235294	0.8628981948749431	0.02297794117647059	0.7444170305213733	0.06066176470588235	1.023514675307378	0.05974264705882353	0.9840067134538826	0.04181985294117647	1.2203636610031028	3.854438777055228	0.12105874648946638	0.7833935800510179	UCOE_candidates	3	SEPTIN2	HDLBP	0.7739	chr2:241314884-241317061
rank004_RETREG2_CNPPD1_score0.7709::chr2:219176224-219178289	0.030996124031007766	0.0025950878792240124	1.035125968992248	0.18375361522581582	0.03209209888511877	0.0024698375520679815	0.6280871670702179	0.791055962691539	77.96610169491527	0.008232445520581114	2065	0.09264934160337254	0.04848551533490134	0.07651331719128329	0.5506053268765133	2	0.008232445520581114	0.05602905569007263	4.0522642742738935	4.914825044584241	9.965936739659368	11.191256830601093	1.1874061239912914	0.10217353268244891	0.11347646941717979	0.14147286821705427	0.39728682170542634	0.05571705426356589	1.399696341060976	0.046511627906976744	0.7617059670011519	0.07412790697674419	1.1537268199427222	0.023255813953488372	0.6761210268886628	0.05377906976744186	0.8807225243450818	0.10998062015503876	1.17414604525672	0.07800387596899225	0.7914392262393547	0.06443798449612403	1.2212792652093607	0.06395348837209303	0.9953721583819563	0.09593023255813954	0.9733227751266599	0.11337209302325581	1.093208464858597	0.04844961240310078	0.8726875409715824	0.02616279069767442	0.7606361552497457	0.05377906976744186	1.019263146152173	0.0562015503875969	1.0123175475270356	0.036337209302325583	1.222620536684204	3.8787475914856664	0.14351567469047172	0.7914392262393547	UCOE_candidates	4	RETREG2	CNPPD1	0.7709	chr2:219176224-219178289
rank005_TCP11L2_CKAP4_score0.7599::chr12:106301928-106304279	0.03115617021276596	0.002632019330905771	1.0286340425531915	0.18184505360871278	0.03227586206896552	0.0024650163078057167	0.6056997022543599	0.6585499127107025	60.3998298596342	0.002126754572522331	2351	0.08495647436532666	0.04942986893303896	0.08124202467035305	0.4593789876648235	1	0.002126754572522331	0.05750744364100383	4.82779010190433	11.426518289476446	11.538028169014085	9.77565632458234	1.2485165008327734	0.10930936003530742	0.12153265400357673	0.15021276595744681	0.3621276595744681	0.04382978723404255	1.347543853627777	0.04212765957446808	0.7680698051446746	0.06680851063829787	1.2283579942801135	0.027659574468085105	0.7168312186296113	0.05617021276595745	1.024093073526233	0.11957446808510638	1.2928008598454068	0.06042553191489362	0.6588301467161113	0.06808510638297872	1.046365354961438	0.05361702127659575	0.9858159699318109	0.08	0.8722539970607671	0.10212765957446808	1.1229390053088528	0.06595744680851064	1.0222447149471205	0.026382978723404255	0.6837467008467062	0.0625531914893617	0.9613481698708211	0.07234042553191489	1.1211716228452289	0.0523404255319149	1.1434219823817553	3.900563177420604	0.16428808984295762	0.6588301467161113	UCOE_candidates	5	TCP11L2	CKAP4	0.7599	chr12:106301928-106304279
rank006_DECR1_NBN_score0.7475::chr8:90000913-90003228	0.031050993949870355	0.0029937981641508494	1.017761452031115	0.18841444177014277	0.03227799394725465	0.0028304326260849997	0.5079913606911447	0.6626263216309364	42.33261339092873	0.04146868250539957	2315	0.04512674931210946	0.058325423654882934	0.3019438444924406	0.28812095032397406	18	0.04146868250539957	0.22380129589632827	7.162681434919944	11.459427709697847	9.002197802197802	9.706161137440759	1.5085609580214963	0.17544748042920055	0.13395723690001785	0.24589455488331893	0.26188418323249785	0.08513396715643906	1.1869200966024118	0.04624027657735523	0.7541449976879994	0.09118409680207433	1.2201040926398103	0.045375972342264474	0.7557338721361561	0.0665514261019879	1.0854049499434757	0.06698357821953328	1.2779639266058322	0.04235090751944685	0.6629126769989706	0.05315471045808125	1.0356202172345603	0.07433016421780467	0.9945872224362434	0.06006914433880726	0.9402536949271112	0.09248055315471046	1.187646992879624	0.05229040622299049	0.8358418854143365	0.04191875540190147	0.69815414854483	0.055315471045808126	1.0777186000489734	0.05315471045808125	0.8496574537682925	0.07346585998271392	1.4616818079301015	3.9520987472819873	0.18659249584395615	0.6629126769989706	UCOE_candidates	6	DECR1	NBN	0.7475	chr8:90000913-90003228
rank007_FAM120A_FAM120AOS_score0.7462::chr9:93451058-93453581	0.030896510705789065	0.0025184481342369895	1.0416217287866774	0.18822164024407684	0.03194962316541056	0.0024202145306681834	0.6575505350772889	0.838022813688213	90.36860879904874	0.010305192231470472	2523	0.10506585984287366	0.04899453927922205	0.0	0.6266349583828775	5	0.010305192231470472	0.003091557669441142	8.387198571966277	10.222834834739393	11.976608187134502	9.525581395348837	0.9716078750265917	0.10442852491818858	0.10938466418608239	0.1252973830293418	0.44052339413164154	0.030531324345757335	1.2456210897697442	0.035685963521015066	0.6610214918840782	0.06423473433782712	1.3119894249562314	0.026169706582077717	0.8992147373604308	0.059873116574147504	1.1090471697166202	0.1260904044409199	1.0604203013481361	0.09040444091990484	0.8383550987055357	0.06859635210150675	1.0701469710471097	0.04916732751784298	1.0042388191023006	0.12291831879460745	1.1398687745557723	0.10111022997620936	1.033892994951544	0.03965107057890563	0.682086686748416	0.01704996034892942	0.5858520258560381	0.059873116574147504	0.9340589169255119	0.057097541633624106	0.982204828917719	0.05154639175257732	1.4917192208909387	3.819801122513585	0.14891886410954996	0.8383550987055357	UCOE_candidates	7	FAM120A	FAM120AOS	0.7462	chr9:93451058-93453581
rank008_MICOS10_CAPZB_score0.7437::chr1:19484402-19486150	0.0309662278191185	0.0021454024859563214	1.054281625643961	0.17827959466893428	0.031883161512027504	0.0022191198925757046	0.7356979405034325	0.6944064653081915	93.24942791762014	0.0	1748	0.13279332936271784	0.02150520512006258	0.0	0.9170480549199085	0	0.0	0.0	3.9182723503835954	5.157848675252051	11.441340782122905	9.183856502242152	1.2916328311544878	0.050767014729462136	0.08488893866307282	0.0589582140812822	0.5306239267315398	0.02633085289066972	0.9500835645641041	0.04235832856325129	0.7576883001008599	0.08528906697195192	1.2811679192615224	0.012593016599885518	0.7732564175361549	0.06010303377218088	1.0750982636566255	0.13394390383514596	1.1877624915297191	0.0933028048082427	0.6948039504056776	0.048654836863194044	1.4810668644693192	0.06983400114481969	1.049009974160441	0.1247853463079565	0.9292470011560596	0.17859187178019462	1.1168380306054875	0.02633085289066972	0.673092105939587	0.009730967372638809	0.5975163226415742	0.034917000572409845	1.062883279207394	0.04293073840870063	1.0974327814232396	0.01030337721808815	1.0766393181962728	3.599356265786646	0.1769008743355142	0.6948039504056776	UCOE_candidates	8	MICOS10	CAPZB	0.7437	chr1:19484402-19486150
rank009_AP4S1_STRN3_score0.7430::chr14:31025105-31026850	0.031026949541284415	0.0025395646085744003	1.0361295871559635	0.18173219584139225	0.03209294320137695	0.0023891300026295517	0.633810888252149	0.725452968230846	72.77936962750717	0.009742120343839542	1745	0.09364136279781897	0.0430408946352121	0.08022922636103152	0.5151862464183381	3	0.009742120343839542	0.059083094555873926	4.898448347653684	6.2085036995601595	10.291457286432161	9.570093457943925	1.1479924411826652	0.06127144224398108	0.11377777944326724	0.13761467889908258	0.40538990825688076	0.05561926605504587	1.3746808517728435	0.0389908256880734	0.6322551800773528	0.08256880733944955	1.254479733006059	0.02408256880733945	0.7254275886610559	0.05561926605504587	0.9018934186397533	0.11754587155963303	1.250520106719789	0.07282110091743119	0.7258689389695104	0.06077981651376147	1.2011686187682795	0.0625	0.9495714645670863	0.09002293577981652	0.8973340426630957	0.125	1.167424112304894	0.04931192660550459	0.9130913681645665	0.02694954128440367	0.8117880158826102	0.060206422018348624	1.1898368393459373	0.047018348623853214	0.8706220022034238	0.03096330275229358	1.1367191233037082	3.8555993557873443	0.19378660778383508	0.7258689389695104	UCOE_candidates	9	AP4S1	STRN3	0.743	chr14:31025105-31026850
rank010_HNRNPH3_PBLD_score0.7359::chr10:68331173-68333049	0.030881066666666675	0.002678156367520181	1.0371413333333335	0.18290613628731967	0.031989327641408764	0.0025158819489856207	0.6028784648187633	0.8176470588235294	74.09381663113005	0.02185501066098081	1876	0.08407735052720841	0.03083471130714624	0.04477611940298507	0.2953091684434968	7	0.02185501066098081	0.03789978678038379	4.2245166179850475	4.23774421556517	11.570621468926554	11.50561797752809	0.8851345191775073	0.02881254749551968	0.04416630014833726	0.16693333333333332	0.3728	0.0672	1.4562128157922283	0.050666666666666665	0.8255020678246485	0.06986666666666666	1.0254480883569306	0.0272	0.6945498469084207	0.056	0.9123970223325063	0.09013333333333333	1.1041333333333334	0.07413333333333333	0.8180831372549019	0.0656	1.2594432748538014	0.0688	1.0097923923514813	0.09173333333333333	1.0123043137254901	0.1168	1.1611132456747402	0.039466666666666664	0.6825791904598095	0.0224	0.5719822268657583	0.05333333333333334	1.0239376218323588	0.05653333333333333	0.9777485701181056	0.050133333333333335	1.508481670713496	3.8981416557429016	0.16187169179990998	0.8180831372549019	UCOE_candidates	10	HNRNPH3	PBLD	0.7359	chr10:68331173-68333049
