header	flexibility_mean	flexibility_std	stiffness_mean	stiffness_std	bendability_mean	bendability_std	gc_content	cpg_obs_exp	cpg_density	poly_at_fraction	seq_length	nuc_score_mean	nuc_score_std	nuc_depleted_fraction	nuc_enriched_fraction	poly_at_tracts	poly_at_coverage	nfr_score	ww_periodicity_snr	ss_periodicity_snr	ww_peak_period	ss_peak_period	ww_ss_phase_diff	ww_autocorr_10bp	ss_autocorr_10bp	ww_fraction	ss_fraction	dinuc_AA	rho_AA	dinuc_AC	rho_AC	dinuc_AG	rho_AG	dinuc_AT	rho_AT	dinuc_CA	rho_CA	dinuc_CC	rho_CC	dinuc_CG	rho_CG	dinuc_CT	rho_CT	dinuc_GA	rho_GA	dinuc_GC	rho_GC	dinuc_GG	rho_GG	dinuc_GT	rho_GT	dinuc_TA	rho_TA	dinuc_TC	rho_TC	dinuc_TG	rho_TG	dinuc_TT	rho_TT	dinuc_entropy	markov_deviation	rho_cg	group
control_cpg::chr17:5097074-5097910	0.031076646706586837	0.0023752956603307644	1.0350059880239522	0.18210832786535608	0.03212709832134294	0.0023476422117438794	0.6722488038277512	0.8266734279918864	93.30143540669856	0.005980861244019139	836	0.11278855607262239	0.021793665504905718	0.0	0.7033492822966507	1	0.005980861244019139	0.0017942583732057414	7.183714114517774	3.9970685945691837	9.225225225225225	9.941747572815533	1.8461041120832702	0.04985380116959065	-0.010116064927834172	0.08982035928143713	0.43353293413173655	0.033532934131736525	1.0994573809783323	0.045508982035928146	0.800917745492094	0.07664670658682635	1.2651883950568397	0.019161676646706587	0.716610614387663	0.0658682634730539	1.1592230526859257	0.10419161676646707	0.984254760375443	0.09341317365269461	0.8276634560493619	0.06227544910179641	1.2501166784078903	0.058682634730538925	0.9686598649653929	0.11137724550898204	0.9868295052896238	0.12455089820359282	1.0350549887146043	0.05149700598802395	0.9695865166219286	0.016766467065868262	0.6270342875892052	0.06347305389221557	1.2741573837618883	0.05269461077844311	0.9921350402642991	0.02035928143712575	0.8684704809131737	3.80474068726409	0.11696282808116051	0.8276634560493619	CpG_island_controls
control_cpg::chr19:52171074-52171602	0.03092789373814043	0.0026679843225635084	1.0324098671726754	0.17859582744302357	0.03212167300380229	0.0024580947704834436	0.5909090909090909	0.8561187916026626	71.96969696969697	0.020833333333333332	528	0.07440224159402234	0.02606256512204292	0.0	0.19128787878787878	2	0.020833333333333332	0.0062499999999999995	8.814704820963554	7.252262075746967	10.448979591836734	9.660377358490566	1.0935762759734964	0.007439380801949938	0.03179395381060506	0.1650853889943074	0.34535104364326374	0.0683111954459203	1.1623576850094877	0.05502846299810247	0.9512062889671998	0.0967741935483871	1.133194588969823	0.022770398481973434	0.5635673624288425	0.05313092979127135	0.9184060721062618	0.06072106261859583	1.0662673671619185	0.07210626185958255	0.8577433054387207	0.05313092979127135	1.3358633776091082	0.09487666034155598	1.1109750872253168	0.0777988614800759	0.9254598821838829	0.1347248576850095	1.0856496336240515	0.04364326375711575	0.7433433310889391	0.026565464895635674	0.657495256166983	0.04364326375711575	1.097316345893196	0.04933586337760911	0.8403011568831487	0.04743833017077799	1.7077798861480078	3.868747849982033	0.16337092243811235	0.8577433054387207	CpG_island_controls
control_cpg::chr19:1483102-1484120	0.03126647000983285	0.0022134803384683457	1.0356932153392333	0.18420291567388106	0.03222736220472442	0.002378231190026989	0.7190569744597249	0.7355325250062092	94.30255402750491	0.0	1018	0.1294475468956055	0.013359482977044916	0.0	1.0	0	0.0	0.0	3.3774876577460984	6.217506451789293	9.846153846153847	9.309090909090909	1.4728787455117462	0.04549114081333586	0.018440939193456858	0.05211406096361849	0.4896755162241888	0.004916420845624385	0.3313608816610852	0.03736479842674533	0.9377612458780982	0.06096361848574238	1.2769435880754	0.018682399213372666	0.9638101693747121	0.05703048180924287	1.431319796340255	0.1160275319567355	1.0843466532075494	0.0943952802359882	0.7362557624939243	0.0599803343166175	1.152245949288813	0.04523107177974434	0.9474097588946515	0.12094395280235988	0.9433276956953405	0.1583087512291052	1.0305158780959367	0.06686332350049164	1.0720020245571258	0.014749262536873156	0.7609027652958252	0.05211406096361849	1.001131726431264	0.07866273352999016	1.261178852420148	0.01376597836774828	0.5435914405570175	3.6673641217434696	0.1457722680374782	0.7362557624939243	CpG_island_controls
control_cpg::chr1:245687875-245689212	0.030976796407185633	0.00220747923824721	1.0498952095808385	0.18402149650151386	0.031957303370786526	0.0021776127347563224	0.7240089753178759	0.7136756699049855	93.49289454001496	0.0	1337	0.1322176002295073	0.014608989805870477	0.0	1.0	0	0.0	0.0	5.804609122422879	5.175774492959858	9.615023474178404	9.394495412844037	1.0637979104723974	-0.010418482973506062	0.043742912208310294	0.0531437125748503	0.500748502994012	0.02694610778443114	1.0717343126136478	0.03967065868263473	0.6784993653666298	0.08233532934131736	1.4615698345117112	0.009730538922155689	0.5225937306375112	0.07634730538922156	1.3057912314603066	0.1317365269461078	0.9688915886777029	0.09356287425149701	0.7142098582806631	0.06736526946107785	1.5557947231336737	0.04940119760479042	0.8769419007070267	0.14520958083832336	1.108453700051589	0.13023952095808383	1.0318543168510625	0.029940119760479042	0.7176671798876267	0.005988023952095809	0.3215961419307761	0.051646706586826345	1.192775954402483	0.04940119760479042	1.184150846814584	0.010479041916167664	0.7599501188300506	3.638814250093589	0.20801617111397433	0.7142098582806631	CpG_island_controls
control_cpg::chr1:246619895-246620615	0.03192072322670376	0.002441664661615188	0.984575799721836	0.1811217005271018	0.03330083565459611	0.0022740572440101757	0.5805555555555556	0.7007786429365962	58.333333333333336	0.0	720	0.08452235540334821	0.0025909400910819774	0.0	0.0	0	0.0	0.0	18.81695136337277	8.437639305415662	10.778947368421052	10.778947368421052	1.0703790754286793	-0.05778804428568762	-0.2648793557299808	0.11404728789986092	0.27399165507649514	0.012517385257301807	0.22453330509983588	0.13073713490959665	2.143394393963786	0.048678720445062586	0.6398338914482872	0.04450625869262865	1.0281659762147368	0.11961057023643949	1.960977849796655	0.0	0.0	0.0584144645340751	0.7017533002981212	0.08066759388038942	1.703245383984762	0.06675938803894298	0.8774864797005081	0.06258692628650904	0.7518785360337014	0.15299026425591097	1.473509084985587	0.03894297635605007	0.6592227972497504	0.037552155771905425	0.8675150424311843	0.06397774687065369	1.3508497872982597	0.06258692628650904	1.0594652098656703	0.019471488178025034	0.5793170036437201	3.673778631513436	0.46435052112845343	0.7017533002981212	CpG_island_controls
control_cpg::chr16:71894958-71896050	0.030906507791017418	0.002394705394677918	1.0417323556370301	0.17886603256550707	0.03196238532110092	0.0022906787180096496	0.6620879120879121	0.8428527323247916	91.57509157509156	0.0	1092	0.10758386020372347	0.015277961023018103	0.0	0.6858974358974359	0	0.0	0.0	4.180284001876783	4.112899087993757	9.752380952380953	9.309090909090909	1.55714283084925	0.04046269651346893	0.03583751659023089	0.11182401466544455	0.43538038496791936	0.04216315307057745	1.407520566701746	0.026581118240146653	0.511308339481195	0.0843263061411549	1.3469437321854683	0.02016498625114574	0.7068201106697899	0.04216315307057745	0.8110408143494817	0.10540788267644363	1.168343856036982	0.09165902841429881	0.8436252829502039	0.0614115490375802	1.2403635062931748	0.07057745187901009	1.1273333410682724	0.10265811182401467	0.9448603169042284	0.13565536205316223	1.0367834363426505	0.05224564619615032	0.8762454605576118	0.01833180568285976	0.6425637369725362	0.06507791017415215	1.3144150589076928	0.05041246562786435	0.8455000058012044	0.031164069660861594	1.1469762704959772	3.8001168097577613	0.18672361728938514	0.8436252829502039	CpG_island_controls
control_cpg::chr19:55117120-55117737	0.030652597402597404	0.002003914936238953	1.064431818181818	0.18468559250388863	0.031351219512195126	0.002203521418745756	0.807131280388979	0.9855911965922293	160.45380875202594	0.0	617	0.1592349192957531	0.012445181652694454	0.0	1.0	0	0.0	0.0	3.0342483578538717	2.8823019295021703	11.636363636363637	10.778947368421052	1.3289577715106213	-0.02754675467546758	-0.06345366324257634	0.025974025974025976	0.6396103896103896	0.011363636363636364	0.9355560907518088	0.03571428571428571	0.7871720538609144	0.05194805194805195	1.1919028416135458	0.011363636363636364	1.2474081210024115	0.05194805194805195	1.144977532888603	0.16071428571428573	0.9483253877222041	0.16071428571428573	0.987191182300983	0.03896103896103896	1.1449775328886027	0.045454545454545456	1.0429149864118525	0.17045454545454544	1.0470209509252848	0.14772727272727273	0.9446074262172928	0.030844155844155844	0.9435897496107235	0.0016233766233766235	0.17820116014320164	0.04383116883116883	1.2880997244996781	0.03571428571428571	1.0925776048124167	0.0016233766233766235	0.2376015468576022	3.3916675704572445	0.08896737061131088	0.987191182300983	CpG_island_controls
control_cpg::chr3:5122153-5122855	0.030935805991440808	0.0023079936972890272	1.0401711840228247	0.1843513494772692	0.03187428571428572	0.002288148703602089	0.6994301994301995	0.9722667200640769	118.23361823361823	0.0	702	0.12253668579011023	0.01813564542607375	0.0	0.8433048433048433	0	0.0	0.0	2.2336729206197843	1.9237001857058555	9.225225225225225	11.636363636363637	1.7557353967244484	0.0008929957088982329	-0.03494789680311826	0.08416547788873038	0.48216833095577744	0.018544935805991442	1.2952123788174328	0.024251069900142655	0.6267581419692627	0.04992867332382311	1.1095350797561925	0.02710413694721826	1.2520647829149743	0.04136947218259629	1.0691756539475656	0.09985734664764621	0.9549981536095529	0.11840228245363767	0.9736536911340686	0.06419400855920114	1.0973347738044523	0.04992867332382311	1.1095350797561925	0.12553495007132667	1.0323075279493739	0.1383737517831669	0.9784082066940971	0.06134094151212553	0.9016064585105438	0.009985734664764621	0.4612870252844642	0.07275320970042796	1.2436460769783795	0.06990014265335236	1.0274120108608522	0.028530670470756064	0.8717235123485939	3.724310042714034	0.09591853661172621	0.9736536911340686	CpG_island_controls
control_cpg::chr13:28718533-28719192	0.030939209726443775	0.0023206383374840727	1.0389665653495441	0.18505686821847311	0.03188127853881279	0.0023116210044534635	0.701062215477997	0.9880059970014993	121.39605462822459	0.0	659	0.12281331199201767	0.01942407164815285	0.0	0.8330804248861912	0	0.0	0.0	4.364560067048806	2.96822272905334	10.03921568627451	9.225225225225225	2.0073419320923014	0.07861916447412785	-0.004039003617520009	0.0729483282674772	0.47416413373860183	0.02127659574468085	1.1158098389802853	0.0425531914893617	0.8829451769322259	0.057750759878419454	1.1879527165005626	0.016717325227963525	0.7526453159159473	0.05319148936170213	1.1036814711652825	0.1033434650455927	0.8483951482696606	0.12158054711246201	0.9895075258723222	0.07142857142857142	1.2723573186452597	0.05015197568389058	1.0316431485399622	0.13221884498480244	1.0760894343861505	0.11702127659574468	0.9441906402585575	0.05167173252279635	0.9124939684341462	0.013677811550151976	0.6158007130221388	0.06990881458966565	1.2452858863336584	0.05623100303951368	0.9930081421195122	0.02127659574468085	0.8223586041826046	3.7436162491112466	0.11257897963324053	0.9895075258723222	CpG_island_controls
control_cpg::chr20:52191259-52192286	0.030731968810916194	0.0023344382143901396	1.0575730994152048	0.18386222757964607	0.031547317073170746	0.0023239904961711603	0.7205452775073028	0.8628675799086758	111.97663096397274	0.004868549172346641	1027	0.12733303544037047	0.021395276753105753	0.0	0.8549172346640701	1	0.004868549172346641	0.0014605647517039924	9.79931920047503	6.9374655263094285	9.394495412844037	9.394495412844037	1.2005188939948015	0.0035849485160509738	-0.011168277761062254	0.08771929824561403	0.5282651072124757	0.029239766081871343	1.6921826743355874	0.037037037037037035	0.7716352994970279	0.050682261208576995	1.084851358341171	0.014619883040935672	0.7514627007740272	0.043859649122807015	0.9137786441412172	0.14619883040935672	1.0965343729694608	0.11208576998050682	0.8637085814485479	0.06335282651072124	1.1722818132074826	0.050682261208576995	1.084851358341171	0.14035087719298245	1.08151335416166	0.12962962962962962	1.0262648123822828	0.0341130604288499	0.6485226047775853	0.007797270955165692	0.4007801070794812	0.04093567251461988	0.7574744023802196	0.06335282651072124	1.2043991231583726	0.036062378167641324	1.6462965747220466	3.67411502197271	0.16174905506847148	0.8637085814485479	CpG_island_controls
